Month,Day,Year,N,dhwP,sd.dhwP,Date,TH
7,7,2010,10,1.137138176,0.419811271,7/7/10 20:00,0
7,14,2010,10,0.93242569,0.409034302,7/14/10 20:00,0
7,21,2010,10,0.623383331,0.383153968,7/21/10 20:00,0
7,28,2010,10,0.396436882,0.357457872,7/28/10 20:00,0
8,4,2010,10,0.205448914,0.251663674,8/4/10 20:00,0
8,11,2010,10,0.08981514,0.193763194,8/11/10 20:00,0
8,18,2010,10,0.010614014,0.024050052,8/18/10 20:00,0
8,25,2010,10,0.006556892,0.01434077,8/25/10 20:00,0
9,1,2010,10,0.002468491,0.007806053,9/1/10 20:00,0
9,8,2010,10,0,0,9/8/10 20:00,0
9,15,2010,10,0,0,9/15/10 20:00,0
9,22,2010,10,0,0,9/22/10 20:00,0
9,29,2010,10,0,0,9/29/10 20:00,0
10,6,2010,10,0,0,10/6/10 20:00,0
10,13,2010,10,0,0,10/13/10 20:00,0
10,20,2010,10,0,0,10/20/10 20:00,0
10,27,2010,10,0,0,10/27/10 20:00,0
11,3,2010,10,0,0,11/3/10 20:00,0
11,10,2010,10,0,0,11/10/10 19:00,0
11,17,2010,10,0,0,11/17/10 19:00,0
11,24,2010,10,0,0,11/24/10 19:00,0
12,1,2010,10,0,0,12/1/10 19:00,0
12,8,2010,10,0,0,12/8/10 19:00,0
12,15,2010,10,0,0,12/15/10 19:00,0
12,22,2010,10,0,0,12/22/10 19:00,0
12,29,2010,10,0,0,12/29/10 19:00,0
1,5,2011,10,0,0,1/5/11 19:00,0
1,12,2011,10,0,0,1/12/11 19:00,0
1,19,2011,10,0,0,1/19/11 19:00,0
1,26,2011,10,0,0,1/26/11 19:00,0
2,2,2011,10,0,0,2/2/11 19:00,0
2,9,2011,10,0,0,2/9/11 19:00,0
2,16,2011,10,0,0,2/16/11 19:00,0
2,23,2011,10,0,0,2/23/11 19:00,0
3,2,2011,10,0,0,3/2/11 19:00,0
3,9,2011,10,0,0,3/9/11 19:00,0
3,16,2011,10,0,0,3/16/11 20:00,0
3,23,2011,10,0,0,3/23/11 20:00,0
3,30,2011,10,0,0,3/30/11 20:00,0
4,6,2011,10,0,0,4/6/11 20:00,0
4,13,2011,10,0,0,4/13/11 20:00,0
4,20,2011,10,0,0,4/20/11 20:00,0
4,27,2011,10,0,0,4/27/11 20:00,0
5,4,2011,10,0,0,5/4/11 20:00,0
5,11,2011,10,0,0,5/11/11 20:00,0
5,18,2011,10,0,0,5/18/11 20:00,0
5,25,2011,10,0,0,5/25/11 20:00,0
6,1,2011,10,0,0,6/1/11 20:00,0
6,8,2011,10,0,0,6/8/11 20:00,0
6,15,2011,10,0,0,6/15/11 20:00,0
6,22,2011,10,0,0,6/22/11 20:00,0
6,29,2011,10,0,0,6/29/11 20:00,0
7,6,2011,10,0,0,7/6/11 20:00,0
7,13,2011,10,0,0,7/13/11 20:00,0
7,20,2011,10,0,0,7/20/11 20:00,0
7,27,2011,10,0,0,7/27/11 20:00,0
8,3,2011,10,0,0,8/3/11 20:00,0
8,10,2011,10,0,0,8/10/11 20:00,0
8,17,2011,10,0,0,8/17/11 20:00,0
8,24,2011,10,0,0,8/24/11 20:00,0
8,31,2011,10,0,0,8/31/11 20:00,0
9,7,2011,10,0,0,9/7/11 20:00,0
9,14,2011,10,0,0,9/14/11 20:00,0
9,21,2011,10,0,0,9/21/11 20:00,0
9,28,2011,10,0,0,9/28/11 20:00,0
10,5,2011,10,0,0,10/5/11 20:00,0
10,12,2011,10,0,0,10/12/11 20:00,0
10,19,2011,10,0,0,10/19/11 20:00,0
10,26,2011,10,0,0,10/26/11 20:00,0
11,2,2011,10,0,0,11/2/11 20:00,0
11,9,2011,10,0,0,11/9/11 19:00,0
11,16,2011,10,0,0,11/16/11 19:00,0
11,23,2011,10,0,0,11/23/11 19:00,0
11,30,2011,10,0,0,11/30/11 19:00,0
12,7,2011,10,0,0,12/7/11 19:00,0
12,14,2011,10,0,0,12/14/11 19:00,0
12,21,2011,10,0,0,12/21/11 19:00,0
12,28,2011,10,0,0,12/28/11 19:00,0
1,4,2012,10,0,0,1/4/12 19:00,0
1,11,2012,10,0,0,1/11/12 19:00,0
1,18,2012,10,0,0,1/18/12 19:00,0
1,25,2012,10,0,0,1/25/12 19:00,0
2,1,2012,10,0,0,2/1/12 19:00,0
2,8,2012,10,0,0,2/8/12 19:00,0
2,15,2012,10,0,0,2/15/12 19:00,0
2,22,2012,10,0,0,2/22/12 19:00,0
2,29,2012,10,0,0,2/29/12 19:00,0
3,7,2012,10,0,0,3/7/12 19:00,0
3,14,2012,10,0,0,3/14/12 20:00,0
3,21,2012,10,0,0,3/21/12 20:00,0
3,28,2012,10,0,0,3/28/12 20:00,0
4,4,2012,10,0,0,4/4/12 20:00,0
4,11,2012,10,0,0,4/11/12 20:00,0
4,18,2012,10,0,0,4/18/12 20:00,0
4,25,2012,10,0,0,4/25/12 20:00,0
5,2,2012,10,0,0,5/2/12 20:00,0
5,9,2012,10,0,0,5/9/12 20:00,0
5,16,2012,10,0,0,5/16/12 20:00,0
5,23,2012,10,0,0,5/23/12 20:00,0
5,30,2012,10,0.023999977,0.075894591,5/30/12 20:00,0
6,6,2012,10,0.071342278,0.140078763,6/6/12 20:00,0
6,13,2012,10,0.071342278,0.140078763,6/13/12 20:00,0
6,20,2012,10,0.077726364,0.151876129,6/20/12 20:00,0
6,27,2012,10,0.077726364,0.151876129,6/27/12 20:00,0
7,4,2012,10,0.080726433,0.150459879,7/4/12 20:00,0
7,11,2012,10,0.080726433,0.150459879,7/11/12 20:00,0
7,18,2012,10,0.080726433,0.150459879,7/18/12 20:00,0
7,25,2012,10,0.082255554,0.149623678,7/25/12 20:00,0
8,1,2012,10,0.082255554,0.149623678,8/1/12 20:00,0
8,8,2012,10,0.123136139,0.151987676,8/8/12 20:00,0
8,15,2012,10,0.123136139,0.151987676,8/15/12 20:00,0
8,22,2012,10,0.102487564,0.153110171,8/22/12 20:00,0
8,29,2012,10,0.055145264,0.0929028,8/29/12 20:00,0
9,5,2012,10,0.055145264,0.0929028,9/5/12 20:00,0
9,12,2012,10,0.048761177,0.095355353,9/12/12 20:00,0
9,19,2012,10,0.093849564,0.156641547,9/19/12 20:00,0
9,26,2012,10,0.090849495,0.158279017,9/26/12 20:00,0
10,3,2012,10,0.090849495,0.158279017,10/3/12 20:00,0
10,10,2012,10,0.113289452,0.199845743,10/10/12 20:00,0
10,17,2012,10,0.21731739,0.383995202,10/17/12 20:00,0
10,24,2012,10,0.254344368,0.402698829,10/24/12 20:00,0
10,31,2012,10,0.279196548,0.408439517,10/31/12 20:00,0
11,7,2012,10,0.304872322,0.393166613,11/7/12 19:00,0
11,14,2012,10,0.50372467,0.426557016,11/14/12 19:00,0
11,21,2012,10,0.50372467,0.426557016,11/21/12 19:00,0
11,28,2012,10,0.50372467,0.426557016,11/28/12 19:00,0
12,5,2012,10,0.50372467,0.426557016,12/5/12 19:00,0
12,12,2012,10,0.561309624,0.363314045,12/12/12 19:00,0
12,19,2012,10,0.568309593,0.353773434,12/19/12 19:00,0
12,26,2012,10,0.568309593,0.353773434,12/26/12 19:00,0
1,2,2013,10,0.635253906,0.314125176,1/2/13 19:00,1.335240682
1,9,2013,10,0.529696846,0.327493095,1/9/13 19:00,0
1,16,2013,10,0.492669869,0.29318426,1/16/13 19:00,0
1,23,2013,10,0.426937103,0.310625599,1/23/13 19:00,0
1,30,2013,10,0.40126133,0.299826211,1/30/13 19:00,0
2,6,2013,10,0.199057579,0.204964732,2/6/13 19:00,0
2,13,2013,10,0.19914608,0.2048694,2/13/13 19:00,0
2,20,2013,10,0.19914608,0.2048694,2/20/13 19:00,0
2,27,2013,10,0.19914608,0.2048694,2/27/13 19:00,0
3,6,2013,10,0.15264988,0.196744235,3/6/13 19:00,0
3,13,2013,10,0.14564991,0.192917821,3/13/13 20:00,0
3,20,2013,10,0.14564991,0.192917821,3/20/13 20:00,0
3,27,2013,10,0.05626564,0.104904606,3/27/13 20:00,0
4,3,2013,10,0.085265541,0.125653983,4/3/13 20:00,0
4,10,2013,10,0.085265541,0.125653983,4/10/13 20:00,0
4,17,2013,10,0.085265541,0.125653983,4/17/13 20:00,0
4,24,2013,10,0.085265541,0.125653983,4/24/13 20:00,0
5,1,2013,10,0.085265541,0.125653983,5/1/13 20:00,0
5,8,2013,10,0.161885452,0.276937813,5/8/13 20:00,0
5,15,2013,10,0.28626957,0.437644069,5/15/13 20:00,0
5,22,2013,10,0.28626957,0.437644069,5/22/13 20:00,0
5,29,2013,10,0.246443939,0.379435688,5/29/13 20:00,0
6,5,2013,10,0.262295342,0.376565541,6/5/13 20:00,0
6,12,2013,10,0.31529541,0.471544624,6/12/13 20:00,0
6,19,2013,10,0.325295448,0.474591093,6/19/13 20:00,0
6,26,2013,10,0.296295547,0.407034653,6/26/13 20:00,0
7,3,2013,10,0.364851761,0.402981778,7/3/13 20:00,0
7,10,2013,10,0.368851853,0.404667373,7/10/13 20:00,0
7,17,2013,10,0.371320343,0.402235338,7/17/13 20:00,0
7,24,2013,10,0.371320343,0.402235338,7/24/13 20:00,0
7,31,2013,10,0.327788925,0.319352599,7/31/13 20:00,0
8,7,2013,10,0.203404808,0.23426934,8/7/13 20:00,0
8,14,2013,10,0.203404808,0.23426934,8/14/13 20:00,0
8,21,2013,10,0.187053299,0.215855868,8/21/13 20:00,0
8,28,2013,10,0.171201897,0.191317293,8/28/13 20:00,0
9,4,2013,10,0.141586113,0.145329676,9/4/13 20:00,0
9,11,2013,10,0.131586075,0.148848717,9/11/13 20:00,0
9,18,2013,10,0.131586075,0.148848717,9/18/13 20:00,0
9,25,2013,10,0.063029862,0.114390448,9/25/13 20:00,0
10,2,2013,10,0.05902977,0.115973654,10/2/13 20:00,0
10,9,2013,10,0.056561279,0.115991808,10/9/13 20:00,0
10,16,2013,10,0.056561279,0.115991808,10/16/13 20:00,0
10,23,2013,10,0.03080616,0.07274884,10/23/13 20:00,0
10,30,2013,10,0.116863251,0.215775236,10/30/13 20:00,0
11,6,2013,10,0.116863251,0.215775236,11/6/13 19:00,0
11,13,2013,10,0.127285194,0.223580243,11/13/13 19:00,0
11,20,2013,10,0.197960854,0.246936542,11/20/13 19:00,0
11,27,2013,10,0.189665032,0.288843297,11/27/13 19:00,0
12,4,2013,10,0.189665032,0.288843297,12/4/13 19:00,0
12,11,2013,10,0.389271736,0.324076948,12/11/13 19:00,0
12,18,2013,10,0.431980133,0.324309919,12/18/13 19:00,0
12,25,2013,10,0.431980133,0.324309919,12/25/13 19:00,0
1,1,2014,10,0.431980133,0.324309919,1/1/14 19:00,0
1,8,2014,10,0.431980133,0.324309919,1/8/14 19:00,0
1,15,2014,10,0.43955822,0.32605632,1/15/14 19:00,0
1,22,2014,10,0.353501129,0.319980343,1/22/14 19:00,0
1,29,2014,10,0.404560852,0.349595314,1/29/14 19:00,0
2,5,2014,10,0.419814682,0.410700336,2/5/14 19:00,0
2,12,2014,10,0.386139107,0.311874149,2/12/14 19:00,0
2,19,2014,10,0.442139244,0.321703402,2/19/14 19:00,0
2,26,2014,10,0.442139244,0.321703402,2/26/14 19:00,0
3,5,2014,10,0.300089645,0.241466972,3/5/14 19:00,0
3,12,2014,10,0.257381249,0.229292549,3/12/14 20:00,0
3,19,2014,10,0.257381249,0.229292549,3/19/14 20:00,0
3,26,2014,10,0.280937195,0.20404243,3/26/14 20:00,0
4,2,2014,10,0.280937195,0.20404243,4/2/14 20:00,0
4,9,2014,10,0.265937233,0.219653993,4/9/14 20:00,0
4,16,2014,10,0.265937233,0.219653993,4/16/14 20:00,0
4,23,2014,10,0.310110092,0.307395254,4/23/14 20:00,0
4,30,2014,10,0.724580192,0.46422115,4/30/14 20:00,0
5,7,2014,10,1.173160744,0.45003206,5/7/14 20:00,0
5,14,2014,10,1.132101441,0.386589749,5/14/14 20:00,0
5,21,2014,10,1.157130623,0.376005027,5/21/14 20:00,0
5,28,2014,10,1.301995087,0.39347388,5/28/14 20:00,0
6,4,2014,10,1.353122902,0.396210639,6/4/14 20:00,0
6,11,2014,10,1.424474335,0.489787398,6/11/14 20:00,2.169952488
6,18,2014,10,1.409594154,0.480381873,6/18/14 20:00,0
6,25,2014,10,1.409594154,0.480381873,6/25/14 20:00,0
7,2,2014,10,1.409594154,0.480381873,7/2/14 20:00,0
7,9,2014,10,1.409594154,0.480381873,7/9/14 20:00,0
7,16,2014,10,1.314361572,0.556981489,7/16/14 20:00,0
7,23,2014,10,0.874215698,0.5363929,7/23/14 20:00,0
7,30,2014,10,0.388635063,0.445508701,7/30/14 20:00,0
8,6,2014,10,0.358605766,0.425771041,8/6/14 20:00,0
8,13,2014,10,0.375662613,0.399249612,8/13/14 20:00,0
8,20,2014,10,0.173241043,0.228811496,8/20/14 20:00,0
8,27,2014,10,0.122113228,0.188030435,8/27/14 20:00,0
9,3,2014,10,0.050761795,0.078278964,9/3/14 20:00,0
9,10,2014,10,0.062966537,0.090131738,9/10/14 20:00,0
9,17,2014,10,0.062966537,0.090131738,9/17/14 20:00,0
9,24,2014,10,0.062966537,0.090131738,9/24/14 20:00,0
10,1,2014,10,0.062966537,0.090131738,10/1/14 20:00,0
10,8,2014,10,0.062966537,0.090131738,10/8/14 20:00,0
10,15,2014,10,0.095633316,0.091134154,10/15/14 20:00,0
10,22,2014,10,0.097162437,0.090794761,10/22/14 20:00,0
10,29,2014,10,0.11851387,0.131811124,10/29/14 20:00,0
11,5,2014,10,0.100956917,0.146552901,11/5/14 19:00,0
11,12,2014,10,0.253240204,0.190712852,11/12/14 19:00,0
11,19,2014,10,0.291448593,0.260484096,11/19/14 19:00,0
11,26,2014,10,0.379005814,0.210926981,11/26/14 19:00,0
12,3,2014,10,0.360125351,0.217990015,12/3/14 19:00,0
12,10,2014,10,0.498652267,0.414159189,12/10/14 19:00,0
12,17,2014,10,0.816679382,0.458698861,12/17/14 19:00,0
12,24,2014,10,0.901265144,0.493899148,12/24/14 19:00,0
12,31,2014,10,0.90661602,0.494736742,12/31/14 19:00,0
1,7,2015,10,0.927035141,0.488685683,1/7/15 19:00,0
1,14,2015,10,0.954890061,0.505675617,1/14/15 19:00,0
1,21,2015,10,1.085281754,0.641126504,1/21/15 19:00,0
1,28,2015,10,1.100632286,0.628558382,1/28/15 19:00,0
2,4,2015,10,1.098733139,0.696081679,2/4/15 19:00,0
2,11,2015,10,1.424314499,0.731184844,2/11/15 19:00,0
2,18,2015,10,1.407823372,0.733623353,2/18/15 19:00,0
2,25,2015,10,2.052188301,0.745132153,2/25/15 19:00,0
3,4,2015,10,2.183452225,0.829701856,3/4/15 19:00,0
3,11,2015,10,2.123551178,0.741757739,3/11/15 20:00,0
3,18,2015,10,2.154707718,0.757400679,3/18/15 20:00,0
3,25,2015,10,2.15241909,0.743964698,3/25/15 20:00,0
4,1,2015,10,2.258138275,0.636835439,4/1/15 20:00,0
4,8,2015,10,2.662624168,0.511719308,4/8/15 20:00,0
4,15,2015,10,2.980816269,0.52338862,4/15/15 20:00,0
4,22,2015,10,3.446487427,0.608723802,4/22/15 20:00,0
4,29,2015,10,3.781586075,0.762552636,4/29/15 20:00,0
5,6,2015,10,3.958815575,0.610392724,5/6/15 20:00,0
5,13,2015,10,4.46274643,0.75256567,5/13/15 20:00,0
5,20,2015,10,4.34871254,0.706910562,5/20/15 20:00,0
5,27,2015,10,4.770573044,1.092122506,5/27/15 20:00,0
6,3,2015,10,5.320015335,1.324904782,6/3/15 20:00,0
6,10,2015,10,5.566674233,1.690253247,6/10/15 20:00,0
6,17,2015,10,5.91280613,1.947304561,6/17/15 20:00,0
6,24,2015,10,6.204870796,2.13659428,6/24/15 20:00,0
7,1,2015,10,6.068320465,2.032790911,7/1/15 20:00,0
7,8,2015,10,6.516717529,1.822451246,7/8/15 20:00,0
7,15,2015,10,6.424892235,1.940547954,7/15/15 20:00,0
7,22,2015,10,6.184004211,2.048683845,7/22/15 20:00,0
7,29,2015,10,6.070697975,2.045680907,7/29/15 20:00,0
8,5,2015,10,5.73586483,2.127743137,8/5/15 20:00,0
8,12,2015,10,6.135530853,2.513143533,8/12/15 20:00,0
8,19,2015,10,6.002819825,2.471256574,8/19/15 20:00,0
8,26,2015,10,5.667980385,2.469660648,8/26/15 20:00,0
9,2,2015,10,5.882944488,2.496459787,9/2/15 20:00,0
9,9,2015,10,6.33096447,2.346950891,9/9/15 20:00,0
9,16,2015,10,6.446964836,2.404052292,9/16/15 20:00,0
9,23,2015,10,6.811179543,2.840524616,9/23/15 20:00,0
9,30,2015,10,6.311213111,3.157010084,9/30/15 20:00,0
10,7,2015,10,6.286357499,3.235906408,10/7/15 20:00,0
10,14,2015,10,6.588759995,3.09045978,10/14/15 20:00,0
10,21,2015,10,6.979409027,3.111137046,10/21/15 20:00,0
10,28,2015,10,7.426472282,3.153395098,10/28/15 20:00,0
11,4,2015,10,7.433344651,3.126747202,11/4/15 19:00,0
11,11,2015,10,7.839557076,3.039077482,11/11/15 19:00,0
11,18,2015,10,8.430699158,3.25543248,11/18/15 19:00,0
11,25,2015,10,8.802205467,3.121082224,11/25/15 19:00,0
12,2,2015,10,8.694274711,3.345283385,12/2/15 19:00,0
12,9,2015,10,8.956046677,3.43665521,12/9/15 19:00,0
12,16,2015,10,8.778747559,3.094244149,12/16/15 19:00,0
12,23,2015,10,8.916680145,3.126840761,12/23/15 19:00,0
12,30,2015,10,8.918681335,3.159304377,12/30/15 19:00,39.22618367
1,6,2016,10,8.520968627,3.18616887,1/6/16 19:00,0
1,13,2016,10,7.717734719,3.003029176,1/13/16 19:00,0
1,20,2016,10,7.086046791,2.752195306,1/20/16 19:00,0
1,27,2016,10,6.440639305,2.675960663,1/27/16 19:00,0
2,3,2016,10,6.049357033,2.672649782,2/3/16 19:00,0
2,10,2016,10,5.574355507,2.561494792,2/10/16 19:00,0
2,17,2016,10,5.133354759,2.574827755,2/17/16 19:00,0
2,24,2016,10,4.987941551,2.547421728,2/24/16 19:00,0
3,2,2016,10,4.34692421,2.297908381,3/2/16 19:00,0
3,9,2016,10,4.077914047,2.330434139,3/9/16 19:00,0
3,16,2016,10,3.910329628,2.122387928,3/16/16 20:00,0
3,23,2016,10,3.942723656,1.872128415,3/23/16 20:00,0
3,30,2016,10,4.237369919,1.760055123,3/30/16 20:00,0
4,6,2016,10,4.753722572,1.64357638,4/6/16 20:00,0
4,13,2016,10,5.165053558,1.510908013,4/13/16 20:00,0
4,20,2016,10,5.519890404,1.429286603,4/20/16 20:00,0
4,27,2016,10,5.732890511,1.425967079,4/27/16 20:00,0
5,4,2016,10,5.839073753,1.734206492,5/4/16 20:00,0
5,11,2016,10,6.128072548,1.542825339,5/11/16 20:00,0
5,18,2016,10,6.303921318,1.557823147,5/18/16 20:00,0
5,25,2016,10,6.58201027,1.524535722,5/25/16 20:00,0
6,1,2016,10,6.894433403,1.38915384,6/1/16 20:00,0
6,8,2016,10,6.914049911,1.534222645,6/8/16 20:00,0
6,15,2016,10,7.297526169,1.494636327,6/15/16 20:00,0
6,22,2016,10,7.411120033,1.466171278,6/22/16 20:00,0
6,29,2016,10,6.994487381,1.525545412,6/29/16 20:00,0
7,6,2016,10,6.888145638,1.584446897,7/6/16 20:00,0
7,13,2016,10,6.400432015,1.603853787,7/13/16 20:00,0
7,20,2016,10,5.916353989,1.380698691,7/20/16 20:00,0
7,27,2016,10,5.267328262,1.219581298,7/27/16 20:00,0
8,3,2016,10,4.480927086,1.148255991,8/3/16 20:00,0
8,10,2016,10,3.761208153,0.96045747,8/10/16 20:00,0
8,17,2016,10,3.295494461,0.763998067,8/17/16 20:00,0
8,24,2016,10,2.767846298,0.701117044,8/24/16 20:00,0
8,31,2016,10,2.387515831,0.577581839,8/31/16 20:00,0
9,7,2016,10,1.580774498,0.687295319,9/7/16 20:00,0
9,14,2016,10,1.023249817,0.567135579,9/14/16 20:00,0
9,21,2016,10,0.90840168,0.489285218,9/21/16 20:00,0
9,28,2016,10,0.547873306,0.318131138,9/28/16 20:00,0
10,5,2016,10,0.387288094,0.264128032,10/5/16 20:00,0
10,12,2016,10,0.084495545,0.1323062,10/12/16 20:00,0
10,19,2016,10,0.038468552,0.091019536,10/19/16 20:00,0
10,26,2016,10,0.028000069,0.088543992,10/26/16 20:00,0
11,2,2016,10,0.028000069,0.088543992,11/2/16 20:00,0
11,9,2016,10,0.082557106,0.158199024,11/9/16 19:00,0
11,16,2016,10,0.082557106,0.158199024,11/16/16 19:00,0
11,23,2016,10,0.064557075,0.142720656,11/23/16 19:00,0
11,30,2016,10,0.064557075,0.142720656,11/30/16 19:00,0
12,7,2016,10,0.064557075,0.142720656,12/7/16 19:00,0
12,14,2016,10,0.064557075,0.142720656,12/14/16 19:00,0
12,21,2016,10,0.122232628,0.202358496,12/21/16 19:00,0
12,28,2016,10,0.125321198,0.202062368,12/28/16 19:00,0
1,4,2017,10,0.125330353,0.202057911,1/4/17 19:00,0
1,11,2017,10,0.125330353,0.202057911,1/11/17 19:00,0
1,18,2017,10,0.125330353,0.202057911,1/18/17 19:00,0
1,25,2017,10,0.125330353,0.202057911,1/25/17 19:00,0
2,1,2017,10,0.070773315,0.167935864,2/1/17 19:00,0
2,8,2017,10,0.070773315,0.167935864,2/8/17 19:00,0
2,15,2017,10,0.060773277,0.168976239,2/15/17 19:00,0
2,22,2017,10,0.060773277,0.168976239,2/22/17 19:00,0
3,1,2017,10,0.060773277,0.168976239,3/1/17 19:00,0
3,8,2017,10,0.060773277,0.168976239,3/8/17 19:00,0
3,15,2017,10,0.00309773,0.009763739,3/15/17 20:00,0
3,22,2017,10,9.16E-06,2.90E-05,3/22/17 20:00,0
3,29,2017,10,0,0,3/29/17 20:00,0
